time,temp,hum,press,level,gap,force,position,speed,rpm,deviation
8324,461,770,578,441,626,469,337.0077,368.0761,768.05,102.0208
8325,833,577,992,427,425,617,919.9733,18.3117,472.0916,417.0329
8326,177,962,591,847,859,143,123.6728,879.4282,340.4637,891.5034
8327,203,894,754,665,448,802,469.1062,819.7762,134.596,819.0274
8328,286,354,790,803,476,285,265.4892,362.9154,34.9662,875.5937
8329,599,745,497,454,232,301,590.4658,555.7597,130.0729,815.5642
8330,953,49,533,946,621,624,569.6771,746.8084,957.264,759.6053
8331,914,184,169,737,902,666,880.5368,355.7345,999.7166,738.7634
8332,813,984,155,201,9,728,220.291,331.9691,928.3691,299.57
8333,625,98,352,184,885,796,23.7478,803.0977,742.1595,204.5677
8334,915,904,156,285,470,48,66.2665,601.7612,77.5528,952.3158
8335,473,346,507,345,512,651,487.7696,384.3887,745.8139,589.5815
8336,943,598,46,640,904,632,115.3732,841.678,699.6218,603.1125
8337,645,678,19,340,506,574,717.55,466.8354,224.9071,5.5468
8338,12,435,201,316,239,568,194.7582,13.5408,962.222,168.7041
8339,899,551,403,269,5,973,480.8483,681.3968,313.687,794.7349
8340,461,672,627,212,786,868,418.5349,67.8747,127.5158,37.5356
8341,4,133,125,508,305,386,848.0509,271.9429,980.5548,80.4369
8342,107,992,230,612,750,494,534.7583,330.3814,169.2786,478.1498
8343,863,86,373,456,272,439,205.5624,827.8376,294.8673,155.1155
8344,968,80,946,375,389,763,189.5837,408.8477,999.7949,820.8947
8345,848,732,140,362,347,478,343.7669,150.6004,285.8975,801.0226
8346,960,17,555,18,256,92,772.6361,469.9589,405.2417,755.1293
8347,81,321,731,662,424,276,43.131,755.7419,281.1688,63.0766
8348,581,270,180,405,215,484,917.6914,499.773,791.5345,351.6904
8349,377,407,186,708,718,979,630.5357,574.2813,245.7145,861.2533
8350,113,400,241,500,12,748,586.9422,848.1162,664.7599,822.6656
8351,369,783,197,465,847,187,953.216,304.413,310.0798,814.1025
8352,86,208,903,894,296,918,327.8815,264.9542,599.2538,497.7436
8353,67,109,541,505,873,611,266.5653,359.2175,824.3944,3.4998
8354,457,104,118,434,436,314,774.5494,359.6701,34.374,25.0096
8355,170,658,427,897,212,146,658.4789,308.4473,80.0416,254.7261
8356,539,346,769,450,136,899,943.8806,593.0756,514.0006,519.7399
8357,402,658,78,61,757,925,746.5151,972.6104,599.7038,740.3116
8358,840,206,196,186,552,478,564.2719,907.268,81.1145,570.5999
8359,499,873,982,937,919,682,394.2597,100.7653,396.0902,901.4449
8360,786,920,878,728,321,928,664.7737,224.4386,902.7873,609.0181
8361,443,957,282,396,493,778,95.6366,993.9925,129.7871,929.879
8362,358,279,821,133,701,615,77.707,230.9031,633.1698,930.774
8363,249,728,147,182,444,761,415.9662,356.0882,401.2288,29.3494
8364,743,683,859,693,946,267,3.98,987.3485,315.3522,210.4861
8365,52,327,752,32,461,96,988.9436,364.6428,526.3494,366.3161
8366,63,159,772,151,674,581,468.9605,463.271,255.0206,332.7909
8367,800,738,258,976,367,275,329.4947,135.0847,473.4791,492.3659
8368,276,461,332,205,963,682,467.9035,307.0933,369.2398,957.9129
8369,965,27,506,645,958,972,917.1997,951.5137,974.8709,737.0358
8370,978,97,506,264,6,24,925.1505,369.7354,414.4003,87.0651
8371,592,183,35,233,885,953,282.7268,55.7572,27.3112,433.2403
8372,859,680,756,754,629,416,790.067,50.8192,176.2719,781.9284
8373,240,713,148,540,538,925,850.2812,946.4833,206.7245,610.1066
8374,413,213,257,609,217,116,869.4943,408.4895,5.1108,867.8815
8375,726,746,668,339,404,889,896.3355,675.9581,987.7739,866.809
8376,407,709,230,382,1000,48,556.4213,892.2533,761.8801,280.4641
8377,198,3,892,468,184,781,304.7086,173.8609,177.0491,631.9834
8378,272,802,987,188,277,236,234.3118,405.4379,498.0793,198.0297
8379,534,684,340,397,161,422,521.6322,219.9194,90.581,341.4422
8380,743,930,743,75,122,594,40.2101,494.7986,970.5614,188.7192
8381,647,60,84,125,297,63,852.6032,295.6417,870.1659,878.1958
8382,61,400,613,407,581,779,593.7671,748.7047,214.0375,932.8365
8383,113,809,459,766,699,509,928.5938,491.2698,813.3438,467.3493
8384,918,200,727,950,102,219,286.8328,460.6264,501.2619,91.4509
8385,871,160,912,210,75,830,244.9597,989.0961,191.9327,940.4536
8386,947,733,309,16,313,649,695.4505,985.9179,581.8775,565.5488
8387,611,206,695,119,466,378,414.4272,958.7789,115.9895,130.7962
8388,250,607,720,645,739,680,401.5626,805.9721,956.9787,961.5117
8389,447,844,710,909,668,372,599.0472,721.9141,106.8036,750.1872
8390,236,246,549,267,891,47,56.016,781.3397,255.0022,270.9398
8391,7,452,326,397,964,54,530.4111,745.4123,163.3007,256.3936
8392,343,903,883,616,84,576,25.2366,314.5264,431.3788,566.3942
8393,983,206,669,222,283,454,723.483,947.9853,82.1662,200.8933
8394,506,516,31,363,19,761,357.2011,226.2847,336.159,314.8569
8395,884,664,354,840,235,4,568.0117,893.8757,55.2049,765.2324
8396,648,55,619,25,64,752,15.5167,125.1994,82.5946,32.7982
8397,12,597,494,110,239,355,523.6467,71.8577,915.7927,494.5582
8398,348,424,129,703,211,487,998.2767,468.6795,19.1294,517.3771
8399,9,514,363,949,481,882,306.4253,594.3179,746.4125,132.5521
8400,286,109,794,859,707,444,607.8215,918.4917,620.0227,336.4347
8401,537,637,93,483,188,565,365.7847,527.8923,897.0076,931.5542
8402,881,943,436,146,369,775,827.5636,100.2959,210.03,410.9264
8403,375,826,490,319,804,490,356.7482,34.6744,960.5071,322.1833
8404,308,60,656,216,315,988,778.8841,74.5483,600.2613,143.6614
8405,193,605,39,699,126,795,643.0066,752.1869,272.3529,840.8421
8406,52,687,255,440,892,191,176.5522,339.5654,678.1303,739.3653
8407,1000,308,767,659,782,216,147.302,991.9425,546.8877,260.0044
8408,621,101,518,675,140,486,439.7678,811.5422,184.5997,447.8168
8409,406,929,407,486,121,86,411.9072,49.4899,640.5733,739.0022
8410,430,982,792,135,822,235,658.0728,357.9432,31.2821,376.8329
8411,651,617,392,378,588,743,381.4751,496.5606,438.3031,903.0544
8412,916,249,739,887,819,678,715.4834,121.2922,685.1576,935.0015
8413,140,103,6,911,800,553,286.0888,117.8393,494.6377,128.0082
8414,231,574,210,386,524,630,355.5927,144.5076,890.0751,997.0596
8415,682,179,267,331,292,346,601.2715,374.9579,633.557,382.6165
8416,477,615,651,464,404,925,283.3548,495.4041,21.0544,778.2455
8417,417,577,677,869,586,980,678.6595,403.6931,310.4603,578.5441
8418,667,664,577,719,70,238,532.7853,573.0076,724.8732,318.8409
8419,758,745,672,80,723,549,917.5518,106.0217,753.0912,1000.9207
8420,613,28,631,275,760,96,571.9079,805.1579,262.7434,421.6405
8421,964,748,363,368,247,769,157.2902,797.6609,888.2273,982.8252
8422,93,756,541,379,737,843,504.6138,351.3759,506.4844,271.1476
8423,880,123,952,489,19,636,556.8024,509.8412,733.6833,710.1499
8424,407,601,42,233,44,541,190.491,595.6989,138.911,117.4505
8425,876,580,228,132,966,547,636.2355,724.504,580.5806,553.1428
8426,667,144,650,780,161,630,20.9111,653.9644,387.7089,684.1903
8427,261,794,994,643,609,319,318.1436,22.3645,879.5585,874.2661
8428,419,229,611,22,733,516,222.1907,156.0244,772.286,353.8961
8429,18,976,576,754,840,75,605.1923,567.7647,43.2281,206.0606
8430,477,796,429,966,22,776,365.4963,476.8251,291.2761,207.6437
8431,726,374,680,286,70,276,451.4441,150.9463,748.9274,405.0238
8432,264,288,258,606,327,256,729.0203,584.197,974.5046,497.3402
8433,46,587,43,857,131,258,468.4865,585.9884,638.1209,183.9847
8434,226,754,692,799,264,466,404.9599,496.3592,131.1776,163.9942
8435,103,191,513,955,593,426,640.4521,92.8331,259.8448,927.6973
8436,577,746,766,337,745,876,654.8725,689.7995,843.9135,145.6078
8437,268,203,198,907,935,415,554.645,886.3877,240.4216,701.9734
8438,198,336,614,654,767,373,265.6004,130.5723,346.484,348.6058
8439,582,177,115,680,66,985,191.9449,518.635,431.0663,12.0578
8440,843,861,766,502,531,697,865.7344,135.4155,267.6715,149.728
8441,375,916,241,800,773,286,873.9089,690.4434,822.6151,961.6577
8442,212,349,851,696,776,385,861.6872,467.1867,246.2622,481.0997
8443,266,850,951,778,464,848,150.3987,415.0728,939.121,187.5277
8444,245,323,311,153,651,523,963.7863,467.1039,1000.6738,76.7882
8445,422,353,759,939,375,210,194.6623,720.4615,678.2065,899.428
8446,511,71,673,504,804,412,612.0697,91.4953,585.8359,854.7021
8447,896,153,158,241,124,421,771.0461,787.3701,869.1239,147.0984
8448,695,425,955,738,73,8,229.9835,340.7882,267.7687,844.8914
8449,949,90,290,910,417,706,117.7664,670.1026,755.3189,771.6874
8450,445,922,617,606,295,589,729.9986,223.6957,837.9891,809.0986
8451,319,4,640,420,859,385,384.0998,574.0968,376.1894,579.9205
8452,193,545,328,707,110,163,859.4874,907.4082,500.882,587.4766
8453,608,194,515,295,350,533,506.0731,246.6055,294.8701,200.3414
8454,684,339,405,414,452,214,66.0673,995.7429,653.4643,994.5987
8455,863,595,66,531,747,335,110.0752,212.0178,601.2968,20.4939
8456,640,931,581,759,561,525,81.2344,873.2026,480.9649,211.828
8457,668,68,645,97,723,90,16.6417,148.8251,178.856,399.5479
8458,447,134,95,25,394,162,207.1618,394.5091,957.8575,345.6973
8459,201,940,245,9,150,235,829.1038,945.4261,287.1592,80.8032
8460,148,726,784,482,556,433,876.2689,758.3953,759.1085,982.5475
8461,186,368,782,358,740,337,771.8806,804.2743,713.4566,919.7046
8462,76,693,499,98,800,897,792.3107,829.4278,619.2444,225.7654
8463,141,160,164,961,477,671,491.8716,197.5759,773.0634,302.0032
8464,620,491,168,230,274,479,27.2773,951.689,6.3163,837.0421
8465,683,882,901,455,51,116,779.9303,563.3479,885.0506,121.7698
8466,749,423,295,513,75,386,532.8667,810.8785,973.2051,641.5334
8467,326,958,110,755,907,627,86.6873,724.2009,917.4828,740.2472
8468,762,542,626,663,398,213,975.2153,862.6277,493.731,362.3714
8469,528,52,530,857,789,862,646.1224,930.5992,658.9025,599.9858
8470,844,370,753,713,593,802,853.1079,833.9528,481.4566,151.6264
8471,127,131,765,290,196,14,836.8486,857.9644,283.3966,448.5882
8472,106,96,743,538,270,983,832.5655,99.6345,811.8273,544.3757
8473,107,955,26,860,25,360,975.381,363.1786,963.4639,875.5246
8474,383,997,481,64,312,987,203.4497,358.9633,745.3377,347.7793
8475,766,944,29,29,298,712,75.5809,816.8666,469.116,98.9267
8476,173,415,810,364,990,889,2.817,266.6514,864.4674,411.3744
8477,320,239,525,534,271,185,56.6745,914.8456,89.6366,335.2191
8478,987,687,69,408,951,183,153.5383,229.3639,590.9104,251.3917
8479,536,897,213,568,417,238,26.3728,586.0803,82.7288,211.6501
8480,526,344,293,972,233,673,622.2918,32.6284,819.0857,427.6749
8481,93,562,482,423,670,638,941.9884,128.7762,505.5239,760.7577
8482,516,255,282,398,359,766,752.1241,332.5683,90.3417,216.3603
8483,339,279,432,867,542,195,39.283,810.6331,494.8013,172.7151
8484,651,197,578,139,664,168,39.0123,970.1131,357.6135,104.4068
8485,494,602,448,836,798,318,823.8641,749.2506,690.946,937.557
8486,425,634,36,371,753,963,572.0415,618.3631,547.2204,689.2292
8487,659,279,996,521,717,284,32.6427,526.9562,307.5114,285.5216
8488,55,438,372,166,463,576,426.6577,194.643,308.382,282.9369
8489,67,595,765,235,860,78,32.9708,825.3073,808.1095,273.9192
8490,856,213,431,893,972,675,309.8824,491.1056,546.4321,463.5815
8491,764,78,580,550,7,660,983.7674,875.6408,237.3527,968.0035
8492,601,35,858,549,973,373,397.4504,830.0957,615.9649,99.316
8493,195,455,612,307,360,893,84.4074,14.8107,604.1376,159.5589
8494,219,849,799,101,46,914,688.5983,589.162,893.6118,121.4544
8495,232,650,135,512,73,855,267.1408,22.7511,979.3799,237.4275
8496,194,113,543,490,770,69,427.3433,852.0304,421.3725,549.5505
8497,229,397,76,317,238,747,835.5505,699.5628,984.0157,9.02
8498,566,376,356,65,621,629,531.2503,395.5393,185.903,792.3887
8499,49,516,785,350,488,601,170.6535,162.4511,379.5214,167.4302
8500,369,169,800,625,724,758,264.7953,803.9179,87.2098,598.0282
8501,454,565,372,59,667,190,35.2651,245.3167,922.6298,598.4661
8502,557,594,640,332,968,41,851.9026,897.2388,2.0817,685.1338
8503,570,491,400,152,724,766,685.6005,590.0969,543.1575,943.7606
8504,37,643,966,325,237,547,545.1281,818.7386,736.7918,506.7318
8505,308,234,410,791,139,735,209.7354,291.901,743.1953,231.1874
8506,895,533,261,15,312,902,279.2169,619.5226,789.7118,161.0353
8507,938,251,537,970,415,357,581.3198,533.3654,49.6661,821.9304
8508,162,605,156,814,937,834,482.0599,973.4278,9.2507,918.6773
8509,62,453,47,938,522,32,84.0572,627.4559,7.5654,145.3375
8510,394,76,322,261,154,608,266.5791,671.299,375.0371,272.4641
8511,782,329,296,920,885,154,437.1002,903.7086,902.9502,917.5573
8512,882,768,93,832,340,10,923.3305,606.4073,427.8909,855.0993
8513,778,31,77,739,862,445,265.4125,110.389,843.6151,752.5117
8514,748,65,483,83,531,202,868.0847,336.5881,152.317,271.2778
8515,324,191,450,919,261,583,622.4084,824.6191,663.5501,584.0932
8516,30,548,764,495,978,770,65.9548,374.4036,631.1963,650.3774
8517,682,547,653,418,864,136,36.8477,859.1585,497.0972,732.3258
8518,889,210,112,483,198,811,943.4434,252.5911,208.8277,753.9378
8519,936,445,615,614,760,473,849.6898,479.3026,927.2404,935.8765
8520,469,961,660,696,619,315,59.0955,334.6409,204.6837,667.4517
8521,475,934,79,193,684,353,610.4543,126.5219,47.151,736.0702
8522,732,893,954,762,127,600,523.9405,954.3119,178.7183,172.789
8523,896,356,576,184,903,576,710.4125,282.2291,483.9326,654.5226
8524,398,528,896,156,131,456,104.6549,520.5211,214.1624,574.7673
8525,31,610,344,481,345,977,582.6387,909.2105,169.7619,357.9479
8526,441,935,980,159,413,714,55.6176,671.0347,90.0091,794.4537
8527,415,543,573,794,227,887,885.8133,368.8005,380.8165,133.4357
8528,905,456,695,164,397,889,882.5586,51.0143,814.7077,690.0996
8529,203,354,830,64,774,704,1.0576,240.1762,325.2964,521.9581
8530,118,825,275,325,581,510,554.0362,879.9449,34.5078,467.9699
8531,764,523,564,510,49,653,268.315,892.4818,484.763,718.4146
8532,533,221,567,631,776,523,864.807,594.2019,350.0827,974.1237
8533,939,536,966,422,736,400,870.6183,592.223,780.7783,431.7541
8534,195,571,169,839,234,709,465.6126,287.8523,832.9591,916.075
8535,505,56,821,402,899,354,844.8453,989.9321,321.0822,654.6226
8536,540,271,710,259,361,865,584.1448,432.7136,457.56,772.2236
8537,571,824,124,144,542,268,373.8722,411.3305,6.5514,953.3276
8538,680,759,53,399,149,644,889.3746,253.9095,308.0093,449.7125
8539,669,488,226,787,868,562,629.6412,660.3127,565.7758,232.9242
8540,87,210,990,269,608,967,486.402,529.7396,842.9743,780.1782
8541,761,789,969,554,897,201,270.7745,866.0033,163.2861,734.2766
8542,758,27,976,282,968,525,4.8876,949.2107,578.7494,180.0182
8543,277,99,879,580,809,703,429.6382,45.376,398.163,847.6453
8544,381,496,330,841,696,753,391.9744,625.0781,200.1145,663.0771
8545,943,669,130,836,561,404,409.1698,927.7603,310.7689,941.0127
8546,220,148,39,811,466,971,260.2174,624.103,253.688,5.9671
8547,912,967,578,467,266,863,967.5158,865.2994,486.2692,476.9236
8548,866,440,481,776,558,205,466.2709,159.4912,475.8655,236.9307
8549,254,601,338,36,2,444,951.6425,64.431,613.6735,465.8359
8550,607,880,629,413,554,747,12.2021,500.711,155.9389,685.464
8551,921,648,405,406,890,919,874.6417,113.5934,588.4525,878.2547
8552,868,458,144,88,565,115,724.3398,821.3041,411.5723,97.1928
8553,962,263,865,780,175,12,880.678,147.4715,669.9736,690.4419
8554,138,383,203,984,525,629,604.5912,821.6248,404.1791,933.1543
8555,710,82,643,104,18,732,923.327,522.4398,502.3317,585.7657
8556,171,226,127,573,139,35,249.7275,855.4477,917.8391,243.7183
8557,525,35,84,752,102,850,487.4375,302.3905,896.5132,592.2969
8558,865,927,300,402,290,322,743.8388,489.2848,885.2102,487.9029
8559,679,844,912,591,955,690,813.0431,302.474,473.6533,972.2049
8560,610,736,433,539,559,833,466.7381,37.782,824.5162,772.3111
8561,623,677,247,349,22,585,552.3824,82.7831,37.2707,474.1513
8562,657,40,88,25,521,321,66.8655,130.3153,932.0711,811.47
8563,634,828,903,888,841,427,948.1398,587.089,311.2157,59.2676
8564,340,55,464,388,16,694,41.7399,272.8209,694.8814,321.8459
8565,224,663,937,479,19,558,801.2159,608.1882,110.4461,543.7321
8566,366,473,283,885,555,420,881.899,524.4225,946.0371,986.7864
8567,536,296,615,586,650,203,326.534,224.9956,707.2249,845.5489
8568,646,680,163,622,623,201,768.6741,58.1406,692.3032,539.2464
8569,897,974,905,692,750,892,733.1116,886.6394,287.7099,358.6999
8570,518,696,753,885,603,527,280.4102,444.0825,332.8034,5.5684
8571,585,716,800,307,96,68,109.9006,177.7092,85.6782,214.1115
8572,394,534,754,122,252,97,184.262,179.6733,484.2901,890.1875
8573,222,595,319,984,661,532,670.2743,469.9898,375.2455,542.7152
8574,318,876,574,644,344,609,538.9552,109.8029,574.1779,761.4471
8575,62,128,195,28,944,374,532.2319,802.2544,953.5318,611.4825
8576,682,307,37,492,508,295,225.9958,725.1729,668.3548,201.8917
8577,686,382,130,743,30,789,483.0978,662.1644,573.6845,497.3725
8578,390,806,892,986,94,760,227.946,972.6365,382.5797,845.6511
8579,598,221,256,488,140,341,691.9362,114.3401,80.9977,432.1969
8580,14,126,562,829,235,597,758.785,313.7236,601.6848,334.7847
8581,625,831,642,492,516,755,754.275,440.7041,641.8677,772.552
8582,80,659,665,124,593,826,97.0594,688.2433,956.2045,207.1476
8583,421,81,108,304,506,571,537.7422,745.9543,845.5024,633.0816
8584,408,739,520,874,84,251,762.0448,721.0153,695.4563,279.9376
8585,101,604,505,287,125,427,468.0742,309.5847,788.4403,923.6537
8586,775,165,707,212,809,426,465.9818,78.8748,659.8419,764.8977
8587,168,315,805,533,729,572,353.8764,794.2732,369.8487,952.137
8588,739,539,795,95,413,300,792.1667,322.7208,630.3499,128.0957
8589,499,404,762,883,848,763,675.2965,159.2952,962.2445,81.0931
8590,789,624,889,113,297,584,641.2114,323.8139,229.647,56.2347
8591,738,974,193,516,627,994,414.4966,20.1971,887.8182,249.8503
8592,479,781,355,634,551,644,462.3855,957.5084,767.8166,20.7972
8593,499,352,365,89,839,282,712.512,881.3073,179.4257,724.0871
8594,42,197,46,420,238,265,994.4302,262.8018,241.5316,734.2086
8595,137,550,783,11,403,209,220.3156,268.1286,262.1835,188.1488
8596,913,971,284,618,7,861,347.3034,744.7289,148.2662,408.6638
8597,605,729,604,974,330,662,690.2333,413.3906,214.6873,724.0108
8598,94,857,780,983,94,999,421.4434,760.0535,381.4511,433.7093
8599,418,135,854,165,752,322,930.433,201.3341,913.8917,253.296
8600,565,399,863,51,228,479,400.0121,889.0161,115.9355,719.3627
8601,591,637,151,714,923,423,527.8114,893.0076,505.8226,996.7176
8602,864,370,860,807,367,894,554.0486,789.8763,653.9813,263.5193
8603,528,805,207,865,440,392,5.7789,570.5881,302.758,648.9388
8604,616,799,598,840,640,620,990.4784,776.8926,547.8326,16.2097
8605,551,900,546,8,277,514,556.731,434.391,103.2483,898.7135
8606,303,837,698,205,739,301,826.0207,734.0436,652.7575,588.7373
8607,209,23,916,481,10,930,140.6549,98.3464,123.344,109.0961
8608,727,220,911,336,446,716,984.2821,270.6766,116.1459,201.2076
8609,927,643,342,190,980,48,988.9193,41.1624,444.8952,724.6396
8610,823,855,739,563,688,938,152.8809,690.122,544.0082,225.7261
8611,778,572,647,240,476,251,599.2692,140.29,912.9475,905.1884
8612,48,105,557,401,781,865,872.0046,859.8098,82.2885,842.3515
8613,608,322,848,930,170,818,616.8715,927.5761,861.4809,132.5805
8614,612,517,21,920,293,258,31.4761,347.7125,645.6429,484.6116
8615,318,728,261,458,965,897,821.4271,892.6234,732.0066,961.7647
8616,639,627,48,392,100,940,790.4428,289.024,661.5126,232.5112
8617,887,598,730,28,624,767,232.4009,141.8974,192.1185,604.5902
8618,283,962,56,799,486,314,689.8995,597.0494,196.5361,672.5524
8619,775,273,550,877,510,441,947.8445,516.9624,363.6274,499.0993
8620,840,851,886,965,230,287,289.0826,697.6377,419.9425,130.173
8621,839,493,17,691,988,96,393.4095,605.5817,211.783,340.9918
8622,468,410,122,883,315,408,172.616,812.4182,883.857,462.4612
8623,104,949,145,446,997,925,129.3968,896.9822,45.0627,445.2443
8624,792,1,354,800,56,363,25.3614,961.6564,651.5504,666.23
8625,823,924,76,633,627,543,676.7018,374.2337,77.0375,591.5896
8626,138,888,426,329,673,505,378.3001,919.657,85.6663,240.0536
8627,879,888,387,497,909,277,491.4232,225.6758,552.9513,281.3012
8628,224,749,90,773,639,199,434.9614,837.414,315.122,164.1125
8629,219,905,193,577,175,515,574.8349,533.5549,621.3497,182.2258
8630,173,490,828,730,677,130,948.3329,483.7299,59.7419,33.3853
8631,383,1000,111,269,939,11,995.4015,437.2051,811.9104,76.5589
8632,492,118,468,221,326,182,824.1501,873.752,815.1603,50.3426
8633,642,731,33,294,262,409,398.1753,550.5027,573.2482,884.567
8634,682,565,291,52,266,434,396.4336,881.3123,968.2356,432.0041
8635,944,525,659,808,663,449,612.9224,587.4443,188.4154,834.2771
8636,426,670,991,287,220,282,161.224,906.6516,404.0786,51.1155
8637,595,164,606,409,866,121,904.7343,849.7568,812.097,886.0111
8638,66,592,13,835,728,365,177.95,540.9477,112.2415,614.0692
8639,806,63,828,810,691,289,413.6822,147.0521,983.0903,930.7924
8640,208,316,109,184,122,452,324.916,79.5054,363.0708,611.6576
8641,963,912,76,394,227,262,522.687,829.7945,558.5057,488.3879
8642,438,970,626,17,183,708,382.5833,364.8369,708.306,216.4662
8643,308,869,744,791,713,129,20.6802,199.1421,973.8179,65.4046
8644,285,558,491,226,781,584,249.4752,382.3461,758.2155,595.6555
8645,747,153,949,334,908,302,482.4654,878.9059,974.1271,367.2356
8646,315,715,512,948,921,228,142.2194,884.1145,428.172,938.8962
8647,598,872,403,525,674,902,231.798,680.6545,486.7037,295.3156
8648,997,856,925,838,78,512,479.5807,10.9452,457.9159,331.782
8649,908,569,308,217,924,959,571.3905,827.598,933.0064,578.0527
8650,227,725,928,426,606,192,863.1272,232.8313,156.137,211.6253
8651,851,606,273,246,668,296,875.7373,536.6665,39.0526,757.1587
8652,644,459,333,951,364,796,54.8429,68.8528,313.779,225.0613
8653,100,806,359,513,377,807,179.232,802.1209,373.7617,245.5753
8654,862,608,549,850,812,295,515.8567,529.1313,514.133,125.2355
8655,9,235,148,487,437,982,834.2297,924.15,114.9679,865.2776
8656,306,311,340,837,249,422,503.8074,25.2485,698.3877,594.8132
8657,112,176,257,27,478,363,328.5022,194.0739,644.7633,29.3167
8658,182,591,315,543,592,454,789.8451,7.7379,7.4285,709.0094
8659,412,705,861,535,860,275,937.056,217.5523,946.8217,829.2379
8660,5,575,641,297,844,435,22.1762,6.3539,242.4729,81.6745
8661,162,698,123,618,742,462,728.4657,707.5129,838.0234,924.6656
8662,838,151,380,973,590,773,4.3307,427.6209,934.4887,828.1045
8663,760,222,287,256,633,82,520.3695,955.4687,498.2301,260.0902
8664,98,555,842,953,460,737,595.1941,346.9825,92.9019,990.605
8665,831,970,978,715,873,375,739.797,999.4495,535.9767,367.6926
8666,867,768,545,33,971,369,511.3597,390.6509,297.3805,989.3108
8667,975,719,322,176,383,986,82.18,447.823,49.282,610.2002
8668,124,307,606,743,709,906,837.6769,648.3069,439.8558,355.4814
8669,964,482,128,977,503,545,746.0969,307.4527,345.6381,904.7049
8670,824,306,985,332,446,833,537.4832,925.2074,379.6801,491.354
8671,287,317,328,185,592,77,571.3999,996.7582,743.3813,179.7701
8672,749,136,6,950,593,463,977.0459,614.4652,192.0577,991.7276
8673,353,143,797,74,79,5,247.5092,696.6413,835.7588,212.5537
8674,563,136,642,422,265,771,532.4342,679.5267,955.441,287.4971
8675,813,379,519,252,682,210,331.8537,561.2297,867.1171,25.9361
8676,372,377,620,78,924,261,80.4236,223.3603,309.9586,2.5573
8677,393,515,194,963,316,423,581.27,638.779,305.0836,30.2567
8678,143,642,123,367,349,55,170.388,770.4528,459.0982,775.2911
8679,737,543,67,384,722,591,347.1849,397.0586,575.288,32.0075
8680,724,370,24,404,558,987,756.8953,858.7173,168.5518,927.2144
8681,299,334,827,461,911,567,959.2424,415.2472,616.9759,337.4747
8682,676,591,784,317,164,435,436.9679,986.3393,207.1604,470.7415
8683,65,691,297,100,209,721,287.9239,329.4227,231.813,830.1179
8684,874,17,542,91,990,384,759.9835,894.8548,428.9719,931.6207
8685,329,544,557,859,531,75,330.5287,15.3465,276.823,118.4043
8686,856,8,381,263,38,938,811.1002,469.2222,487.0812,192.5647
8687,992,756,805,430,550,754,600.2099,744.7675,668.3637,975.6302
8688,509,896,288,372,390,937,956.7903,76.199,494.9696,664.7524
8689,462,46,329,716,666,955,650.3272,103.3174,916.7452,587.8006
8690,812,377,569,219,919,440,147.8317,229.1685,783.1532,375.3258
8691,272,304,351,101,494,30,909.3825,817.0156,672.5741,728.2657
8692,358,432,418,563,270,179,229.1084,65.7916,541.0375,951.0477
8693,959,748,221,303,353,762,524.9206,51.8274,487.8517,997.5263
8694,432,370,523,222,796,23,406.2218,838.8285,438.2352,584.5599
8695,835,336,843,683,372,293,102.9814,10.0396,197.4599,875.1846
8696,719,12,894,645,952,561,641.7225,71.288,582.6691,902.4732
8697,578,166,777,221,122,568,670.725,140.1972,637.3698,663.9429
8698,68,298,466,630,872,293,605.8324,234.4819,186.8388,821.702
8699,395,121,484,208,3,919,128.7194,245.9278,204.5078,307.3172
8700,74,573,83,549,685,765,648.6394,955.6089,281.7171,471.8307
8701,141,628,476,563,139,774,842.0942,104.1406,334.5236,180.4409
8702,494,688,873,691,474,241,904.1703,828.5201,226.2262,118.4113
8703,2,140,575,74,541,68,428.0182,975.3037,413.8972,314.254
8704,907,676,227,539,652,25,31.5036,630.6767,53.6638,224.3563
8705,321,256,152,297,116,286,226.0385,424.9889,881.563,640.8229
8706,38,429,230,657,540,301,356.4102,414.4646,721.7714,281.0219
8707,967,594,319,887,537,682,721.44,136.6657,679.3884,834.4256
8708,586,373,157,854,566,149,359.6024,306.9731,476.8914,891.1568
8709,911,23,784,666,77,546,634.8579,97.146,784.2945,868.8629
8710,520,514,229,543,362,239,79.0362,529.8727,959.5971,322.357
8711,752,965,351,309,661,939,505.313,80.3382,268.3988,803.1545
8712,586,991,141,754,589,295,750.6162,146.6374,539.089,936.6702
8713,595,386,921,270,273,271,961.1858,289.0092,810.4571,127.731
8714,860,902,221,389,319,626,726.605,455.037,753.9702,370.7208
8715,695,146,976,925,567,335,497.5292,60.5882,174.0037,254.7458
8716,4,268,918,445,221,69,61.9813,820.0646,579.257,474.5854
8717,603,494,742,910,903,302,536.1198,330.169,411.2043,576.219
8718,383,976,354,594,982,766,201.1076,760.2424,755.3711,790.8319
8719,245,627,869,445,223,895,75.3201,725.3058,219.0964,892.2315
8720,864,567,52,122,45,519,144.1799,466.484,953.1195,519.4672
8721,209,183,976,548,456,195,488.4245,419.7389,674.0126,13.1512
8722,627,989,585,434,691,911,729.2894,524.9826,54.6089,684.1172
8723,660,995,816,361,851,606,541.4125,820.0987,914.6446,149.8798
8724,401,619,424,550,619,324,704.2852,375.8723,783.4341,170.942
8725,477,93,571,431,32,311,99.8518,161.2433,181.3527,262.6896
8726,591,781,418,756,839,115,370.1841,351.5579,304.0928,241.6725
